Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"ai,mcp,server",what is a mcp server for ai,Informational,1900,"1.00,0.00,0.01,0.01",54,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches, Ads bottom",187
"ai,mcp,server",what is a mcp server in ai,Informational,110,"0.00,0.00,0.14,0.14,0.04,0.35,0.35,0.29,0.43,0.22,1.00,1.00",49,1.57,0.37,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",197
"context,model,protocol",what is a model context protocol,Informational,170,"0.34,0.34,0.81,0.53,1.00,0.43,0.34,0.28,0.34,0.43,0.65,0.65",77,2.23,0.25,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",200
"ai,mcp",what is ai mcp,Informational,210,"0.53,0.43,0.66,0.43,0.53,0.53,0.35,0.43,0.43,0.53,0.82,1.00",59,1.67,0.20,"Featured snippet, Video, Video carousel, Short videos, People also ask, Related searches",60
"ai,mcp",what is an ai mcp,Informational,110,"0.07,0.65,0.80,0.42,0.42,0.42,0.07,0.07,0.42,0.42,0.80,1.00",55,1.54,0.23,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",172
mcp,what is an mcp,Informational,2900,"0.13,0.15,0.15,0.19,0.15,0.19,0.15,0.08,0.29,0.44,1.00,0.81",50,0.66,0.05,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",126
"ai,mcp",what is an mcp ai,Informational,140,"0.42,1.00,0.80,1.00,0.26,0.34,0.26,0.19,0.42,0.42,0.80,0.53",54,2.01,0.18,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",184
"ai,mcp",what is an mcp in ai,Informational,170,"0.15,0.15,0.44,0.15,0.29,0.29,0.19,0.15,0.23,0.44,0.54,1.00",62,1.63,0.21,"AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches",191
"ai,mcp,server",what is an mcp server ai,Informational,50,"0.00,1.00,0.43,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",46,0.31,0.23,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",60200000
"ai,mcp,server",what is an mcp server in ai,Informational,390,"0.16,0.08,0.30,0.20,0.30,0.30,0.16,0.24,0.45,0.67,1.00,0.76",58,1.57,0.36,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",198
"claude,mcp",what is claude mcp,Informational,90,"0.09,0.19,0.23,0.12,0.09,0.09,0.06,0.06,0.29,0.54,1.00,0.81",55,0.00,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",123
"form,full,mcp",what is full form of mcp,Informational,40,"0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",63,0.00,0.33,"AI Overview, Reviews, Video, Short videos, People also ask, Related searches",187
mcp,what is mcp,Informational,12100,"0.54,0.54,0.66,0.44,0.44,0.44,0.36,0.29,0.54,0.66,0.81,1.00",56,0.48,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches",126
"ai,mcp",what is mcp ai,Informational,320,"1.00,1.00,1.00,0.82,1.00,0.82,0.36,0.18,0.54,0.67,1.00,0.67",69,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches",123
"anthropic,mcp",what is mcp anthropic,Informational,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",50,0.00,0.07,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",100
"client,mcp",what is mcp client,Informational,50,"0.09,0.80,0.42,0.42,0.42,0.42,0.23,0.23,0.52,0.09,1.00,0.09",49,0.37,0.04,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",47000000
"ai,mcp",what is mcp for ai,Informational,140,"0.52,0.80,0.80,0.52,1.00,0.80,0.42,0.52,0.52,0.52,0.80,0.66",59,1.96,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",125000000
"agent,ai,mcp",what is mcp in agentic ai,Informational,30,"0.11,0.11,0.11,0.11,0.11,0.64,0.41,0.11,0.29,0.64,1.00,0.82",32,2.46,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Ads bottom",170
"ai,mcp",what is mcp in ai,Informational,3600,"0.54,0.81,0.81,0.54,0.54,0.36,0.43,0.36,0.36,0.54,1.00,1.00",58,1.53,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",190
"claude,mcp",what is mcp in claude,Informational,110,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.64,0.64,1.00",43,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask",159
"llm,mcp",what is mcp in llm,Informational,30,"1.00,0.60,0.40,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",59,1.42,0.17,"Sitelinks, AI Overview, Video, People also ask, Related searches",183
"mcp,software",what is mcp in software,Informational,40,"1.00,0.18,0.18,0.18,0.18,0.27,0.18,0.18,0.18,0.18,0.18,0.18",73,0.28,0.13,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches",197
"ai,context,mcp",what is mcp in the context of ai,Informational,70,"0.06,0.06,0.34,0.34,0.34,0.34,0.34,0.65,0.34,0.53,0.53,1.00",46,1.13,0.22,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches",45100000
"context,mcp,model,protocol",what is mcp model context protocol,Informational,140,"0.80,0.41,0.65,0.41,0.41,0.33,0.26,0.41,0.80,0.26,0.65,1.00",73,0.72,0.21,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",34600000
"mcp,protocol",what is mcp protocol,Informational,260,"0.82,1.00,0.82,1.00,0.82,0.66,0.35,0.35,0.28,0.43,0.82,0.53",76,1.54,0.18,"AI Overview, Video, People also ask, Related searches, Ads bottom",123
"ai,mcp,server",what is mcp server in ai,Informational,390,"0.21,0.26,0.48,0.48,0.48,0.48,0.39,0.39,0.32,0.72,0.88,1.00",50,1.61,0.39,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",196
"mcp,servers",what is mcp servers,Informational,590,"0.20,0.13,0.10,0.16,0.08,0.05,0.05,0.10,0.01,1.00,0.16,0.24",53,1.00,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",125
"ai,mcps",what is mcps in ai,Informational,30,"0.71,1.00,1.00,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.71,0.42",25,1.53,0.24,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",198
"context,model,protocol",what is model context protocol,Informational,1300,"1.00,0.84,1.00,1.00,1.00,0.52,0.68,0.37,0.46,0.46,0.68,0.68",84,1.74,0.24,"Sitelinks, AI Overview, Video, People also ask, Related searches",200
"context,mcp,model,protocol",what is model context protocol mcp,Informational,90,"0.33,0.52,0.52,0.52,0.52,0.80,0.52,0.80,0.80,0.66,0.80,1.00",60,1.24,0.29,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",33000000
"ai,context,mcp,model,protocol",what is model context protocol mcp ai,Informational,140,"0.00,0.01,0.23,1.00,0.00,0.00,0.00",50,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",152
"anthropic,context,mcp,model,protocol",what is model context protocol mcp anthropic,Informational,140,"0.00,0.28,1.00,0.01,0.00,0.00",65,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",144
"ai,context,mcp,model,protocol",what is model context protocol mcp in ai,Informational,70,"0.03,0.26,1.00,0.00,0.00,0.00",45,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",173
mcp,what is the mcp,Informational,210,"0.07,0.06,0.34,1.00,0.03,0.54,0.00,0.03,0.03,0.03,0.18,0.28",71,1.05,0.05,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",121
"context,model,protocol",what is the model context protocol,Informational,70,"0.52,0.41,0.11,0.11,0.11,0.11,0.11,0.11,0.64,1.00,0.64,0.11",76,1.90,0.11,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",205
mcp,what mcp,Informational,70,"0.00,1.00,0.00,0.00,0.00,0.53,0.34,0.19,0.26,0.80,0.42,0.19",65,0.70,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",124
mcp,what's an mcp,Informational,140,"0.43,0.28,0.66,0.53,0.35,0.66,0.00,0.35,0.43,1.00,1.00,0.82",57,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",129
"mcp,server",what's an mcp server,Informational,210,"0.23,0.82,1.00,0.66,0.43,0.82,0.35,0.53,0.35,0.00,0.82,0.82",41,0.51,0.12,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",126
mcp,what's mcp,Informational,170,"0.66,0.81,1.00,0.54,0.18,0.22,0.22,0.02,0.29,0.43,0.35,0.66",53,0.45,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",131
"ai,mcp",what's mcp in ai,Informational,40,"0.26,0.26,0.26,0.19,0.19,0.19,0.00,0.00,0.00,0.80,1.00,0.00",64,1.06,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",60000000
"mcp,what",whats a mcp,Informational,90,"0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.00,0.01",,0.58,0.06,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",126
"mcp,what",whats an mcp,Informational,140,"0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.36,0.24,1.00,0.81",61,0.00,0.01,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",65200000
"mcp,what",whats mcp,Informational,390,"0.16,0.20,0.20,0.20,0.30,0.30,0.45,0.24,0.45,0.45,1.00,0.76",45,0.48,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",125
"mcp,server,what",whats mcp server,Informational,70,"0.03,0.05,0.15,0.03,0.00,0.03,0.00,1.00,0.11,0.00,0.03,0.03",42,0.00,0.43,"Sitelinks, AI Overview, Video, People also ask, Related searches",130
"com,mcp",when did mcp come out,Informational,590,"0.30,0.67,0.30,0.67,0.30,1.00,0.30,0.30,0.01,0.01,0.01,0.01",55,0.00,0.33,"AI Overview, Video, People also ask, Related searches",14800000
"mcp,released",when was mcp released,Informational,50,"0.11,0.64,0.64,0.64,0.11,0.64,0.64,0.11,0.11,1.00,0.52,0.52",57,0.00,0.33,"AI Overview, Video, People also ask, Related searches",134
"host,mcp,servers",where are mcp servers hosted,Informational,40,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",40,0.00,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",128
"invented,mcp",who invented mcp,Informational,110,"0.52,0.52,0.80,0.09,0.09,0.52,0.80,0.09,1.00,0.33,0.80,0.52",47,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches",157
"invented,mcp,protocol",who invented mcp protocol,Informational,40,"0.36,1.00,0.36,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",59,0.00,0.04,"AI Overview, Reviews, Video, People also ask, Related searches",152
"context,invented,model,protocol",who invented model context protocol,Informational,40,"0.14,0.78,0.28,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14",58,0.00,0.01,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",218
"mcp,wiki",wiki mcp,Informational,170,"1.00,0.81,0.81,1.00,0.65,0.43,0.34,0.43,0.34,0.43,0.43,0.53",44,0.00,0.00,"Video, Related searches",46300000
"mcp,server,wikipedia",wikipedia mcp server,Informational,50,"0.05,1.00,0.05,0.05,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05",27,0.00,0.03,"Sitelinks, Reviews, Video, People also ask, Related searches",96
"mcp,word",word mcp,Informational,110,"0.02,0.03,0.02,1.00,0.02,0.02,0.11,0.05,0.17,0.02,0.17,0.17",13,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches",49800000
"paradigm,yang",yang you paradigm,Informational,40,"0.14,1.00,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",21,0.00,0.33,"Image, Image pack, Video, Related searches",55400000
"mcp,吴恩达",吴恩达 mcp,Informational,140,"1.00,0.54,0.02,0.02,0.02,0.02,0.00,0.00,0.02,0.02,0.02,0.02",7,0.00,0.02,"Video, Video carousel, Related searches",121
